[[[300.0, 303.0]], [[368.0, 285.0]]]
[[[272.5171813964844, 297.5250244140625]], [[356.8150329589844, 284.6056823730469]]]
[[[272.6710510253906, 297.5539855957031]], [[356.361083984375, 284.57879638671875]]]
[[[272.27520751953125, 297.27337646484375]], [[354.5713195800781, 284.8402099609375]]]
[[[272.1763000488281, 297.1270751953125]], [[354.1101989746094, 285.49481201171875]]]
[[[272.0643310546875, 297.2498779296875]], [[352.68096923828125, 285.6617431640625]]]
[[[271.4918518066406, 297.0743713378906]], [[351.4315185546875, 285.3941650390625]]]
[[[271.5177307128906, 297.3122253417969]], [[351.60894775390625, 285.4200439453125]]]
[[[272.0140380859375, 297.5647277832031]], [[352.5802917480469, 285.4544677734375]]]
[[[271.7642517089844, 297.4237060546875]], [[353.0631103515625, 284.9580383300781]]]
[[[271.8168029785156, 297.947265625]], [[352.6788330078125, 284.9406433105469]]]
[[[274.04132080078125, 302.30401611328125]], [[351.94683837890625, 284.2821044921875]]]
[[[279.04541015625, 314.9722900390625]], [[352.19708251953125, 282.82916259765625]]]
[[[274.0021057128906, 309.39996337890625]], [[353.67486572265625, 278.8792724609375]]]
[[[266.8174133300781, 305.7033996582031]], [[354.5234375, 277.3033447265625]]]
[[[260.3970642089844, 301.4859619140625]], [[355.6005554199219, 276.11151123046875]]]
[[[254.59844970703125, 300.1874694824219]], [[356.0290832519531, 275.5804443359375]]]
[[[253.01429748535156, 299.037109375]], [[355.6613464355469, 274.85601806640625]]]
[[[252.40940856933594, 299.268310546875]], [[355.40960693359375, 274.6699523925781]]]
[[[251.47132873535156, 298.68914794921875]], [[355.0661315917969, 274.43115234375]]]
[[[248.7872772216797, 297.4375305175781]], [[354.6626892089844, 274.4126892089844]]]
[[[245.35301208496094, 296.6561279296875]], [[354.2458801269531, 274.0726623535156]]]
[[[241.74139404296875, 290.978271484375]], [[354.07977294921875, 273.9346923828125]]]
[[[236.989013671875, 286.7275085449219]], [[353.0907287597656, 275.37347412109375]]]
[[[231.92330932617188, 283.188720703125]], [[352.8771057128906, 276.6934509277344]]]
[[[230.7792205810547, 280.1940002441406]], [[351.7478332519531, 280.782470703125]]]
[[[229.83261108398438, 279.73944091796875]], [[351.0549011230469, 282.2555847167969]]]
[[[227.8371124267578, 279.4391174316406]], [[350.8027648925781, 283.5032653808594]]]
[[[226.2916717529297, 277.8573913574219]], [[351.51763916015625, 282.8665771484375]]]
[[[226.6851348876953, 278.1242370605469]], [[351.9820861816406, 282.96990966796875]]]
[[[227.10955810546875, 278.6224365234375]], [[351.05322265625, 284.1254577636719]]]
[[[227.89720153808594, 280.5697937011719]], [[350.956787109375, 284.78680419921875]]]
[[[228.02630615234375, 280.9241943359375]], [[351.0244445800781, 284.6658935546875]]]
[[[227.72093200683594, 281.195068359375]], [[351.365234375, 284.4078369140625]]]
[[[225.05459594726562, 279.3602294921875]], [[351.5089111328125, 284.2082214355469]]]
[[[213.3682861328125, 279.6930236816406]], [[352.0523986816406, 283.4368591308594]]]
[[[212.75762939453125, 275.4866638183594]], [[351.6260070800781, 283.26605224609375]]]
[[[207.4392547607422, 271.9465026855469]], [[349.5834045410156, 284.163330078125]]]
[[[204.9558868408203, 270.5206604003906]], [[347.7033386230469, 285.18310546875]]]
[[[201.6374053955078, 271.3710632324219]], [[346.3129577636719, 286.70654296875]]]
[[[201.46011352539062, 273.2416687011719]], [[345.1839294433594, 287.86749267578125]]]
[[[201.86903381347656, 276.1873779296875]], [[343.769775390625, 289.46405029296875]]]
[[[202.2734832763672, 276.5736389160156]], [[342.9265441894531, 290.56622314453125]]]
[[[205.75332641601562, 277.529541015625]], [[340.1325988769531, 292.7363586425781]]]
[[[207.26910400390625, 278.4322814941406]], [[339.1245422363281, 292.6783447265625]]]
[[[206.01219177246094, 277.278076171875]], [[339.9933776855469, 292.156005859375]]]
[[[207.9926300048828, 277.58892822265625]], [[339.7579040527344, 292.3415222167969]]]
[[[210.4112548828125, 278.12530517578125]], [[340.0271301269531, 292.676025390625]]]
[[[213.2932586669922, 279.0879211425781]], [[340.0744323730469, 292.7322692871094]]]
[[[214.31613159179688, 279.1063537597656]], [[341.1950378417969, 292.6248474121094]]]
[[[216.15313720703125, 279.15966796875]], [[341.1539001464844, 293.42333984375]]]
[[[214.6748046875, 276.07177734375]], [[342.18121337890625, 293.42755126953125]]]
[[[215.73403930664062, 276.3387451171875]], [[343.14306640625, 293.42047119140625]]]
[[[215.599365234375, 278.2231750488281]], [[344.9119873046875, 293.8421936035156]]]
[[[214.3297576904297, 278.1992492675781]], [[343.9229736328125, 294.6169128417969]]]
[[[213.869384765625, 281.0929260253906]], [[343.3452453613281, 294.1534118652344]]]
[[[215.1876220703125, 282.07757568359375]], [[342.2598571777344, 293.939453125]]]
[[[214.49151611328125, 281.0809326171875]], [[342.7103576660156, 292.4386291503906]]]
[[[214.77313232421875, 280.20855712890625]], [[345.5473937988281, 290.4383239746094]]]
[[[214.8002471923828, 279.8951416015625]], [[345.95062255859375, 290.3996276855469]]]
[[[214.89898681640625, 280.2628173828125]], [[345.9839782714844, 290.64703369140625]]]
[[[215.16177368164062, 280.68170166015625]], [[345.15966796875, 291.4456481933594]]]
[[[215.1571044921875, 281.19317626953125]], [[345.2135925292969, 292.0851745605469]]]
[[[215.0706329345703, 281.0381164550781]], [[344.40069580078125, 292.1089172363281]]]
